rank,school,grades,district,number_of_students,student_teacher_ratio,2017_rank,rank_change,fulltime_teachers,free_disc_lunch,avg_test_score,white,black,hispanic,asian,american_indian,pacific_islander,biracial,expected_test_score
531,Julius A Wendt Elementary/John C Thomas Middle School,K-8,Wahkiakum School District,318,18.4,512,19,17,0.613,0.502,0.846,0.006,0.075,0,0.009000000000000001,0.006,0.057,0.4640820120844548
532,Evergreen Elementary,"PK, KG-5",Peninsula School District,255,14.2,701,169,18,0.612,0.502,0.843,0.02,0.059000000000000004,0,0.012,0,0.067,0.4636318682596985
533,Tapteal Elementary School,"PK, KG-5",Richland School District,617,18,392,141,34,0.496,0.5,0.65,0.006,0.248,0.015,0.005,0,0.076,0.4833143056698975
534,Centerville Elementary,K-8,Centerville School District,82,16.4,617,83,5,0.342,0.5,0.915,0.012,0.049,0,0,0.012,0.012,0.6671469396453641
535,Brigadoon Elementary School,"PK, KG-5",Federal Way School District,369,16.1,518,17,23,0.545,0.499,0.377,0.111,0.249,0.054000000000000006,0.008,0.019,0.182,0.3851691673466795
536,Meriwether Elementary School,"PK, KG-5",Clover Park School District,333,18.5,468,68,18,0.35100000000000003,0.49700000000000005,0.45299999999999996,0.07200000000000001,0.261,0.033,0.003,0.021,0.156,0.5239533661901458
537,Sunnyland Elementary School,"PK, KG-5",Bellingham School District,305,15.9,555,18,19,0.512,0.49700000000000005,0.649,0.003,0.19,0.069,0.01,0.006999999999999999,0.07200000000000001,0.5217819927895747
538,Seven Oaks Elementary,"PK, KG-5",North Thurston Public Schools,498,15.3,608,70,32,0.496,0.49700000000000005,0.542,0.048,0.171,0.046,0.004,0.026000000000000002,0.163,0.4711743548873528
539,Riverview Elementary,K-6,Snohomish School District,564,19.2,623,84,29,0.257,0.495,0.777,0.005,0.135,0.021,0.002,0,0.06,0.6889441922936349
540,Byron Kibler Elementary School,K-5,Enumclaw School District,438,18,636,96,24,0.40399999999999997,0.494,0.7559999999999999,0,0.19899999999999998,0.006999999999999999,0.002,0.005,0.032,0.5776589566842139
541,Mccleary Elementary,"PK, KG-8",McCleary School District,327,16,654,113,20,0.63,0.494,0.872,0.018000000000000002,0.04,0.012,0.012,0.006,0.04,0.4733631622650936
542,East Farms School,"PK, KG-6",East Valley School District (Spokane),431,15.3,704,162,28,0.615,0.491,0.7609999999999999,0.016,0.10400000000000001,0.009000000000000001,0.006999999999999999,0.023,0.079,0.4392141887549047
543,Sacajawea Elementary School,"PK, KG-5",Seattle School District,265,13.3,607,64,20,0.268,0.489,0.5660000000000001,0.094,0.109,0.106,0,0,0.125,0.6814101466242795
544,Olympic Hills Elementary School,"PK, KG-5",Seattle School District,352,13.5,272,272,26,0.733,0.489,0.25,0.239,0.276,0.099,0.003,0.017,0.11599999999999999,0.2682648055867821
545,McKenna Elementary,K-6,Yelm Community Schools,494,18.5,626,81,27,0.498,0.489,0.727,0,0.132,0.008,0.01,0.008,0.115,0.5045291018920928
546,Indian Trail Elementary,"PK, KG-6",Spokane Public Schools,342,17.1,595,49,20,0.40399999999999997,0.488,0.763,0.006,0.091,0.012,0.009000000000000001,0.003,0.11699999999999999,0.584709652825206
547,Carson Elementary,"PK, KG-6",Puyallup School District,918,20,581,34,46,0.316,0.486,0.536,0.051,0.156,0.069,0.003,0.025,0.16,0.6102946150080876
548,Clallam Bay High & Elementary,K-12,Cape Flattery School District,133,13.3,NA,(n/a),10,0.684,0.485,0.39799999999999996,0,0.263,0,0.135,0,0.203,0.26659552716845647
549,Tukes Valley Primary,"PK, KG-4",Battle Ground School District,639,15,647,98,43,0.33,0.484,0.87,0.005,0.075,0.002,0.002,0,0.047,0.660917437937318
550,Beacon Hill Elementary,K-5,Kelso School District,505,17,571,21,30,0.5489999999999999,0.48200000000000004,0.764,0.002,0.141,0.013999999999999999,0,0.004,0.075,0.48941088893193474
551,Jason Lee Elementary School,"PK, KG-5",Richland School District,550,18.4,666,115,30,0.715,0.48100000000000004,0.715,0.006999999999999999,0.182,0.016,0,0,0.08,0.3637286724611697
552,Crescent Harbor Elementary,K-4,Oak Harbor School District,587,17.1,583,31,34,0.515,0.48100000000000004,0.617,0.034,0.184,0.027000000000000003,0.005,0.006999999999999999,0.126,0.46907122006679713
553,Lynndale Elementary,K-6,Edmonds School District,414,17.5,619,66,24,0.46399999999999997,0.48,0.444,0.075,0.266,0.087,0.006999999999999999,0.006999999999999999,0.114,0.4936561421181666
554,Union Gap School,"PK, KG-8",Union Gap School District,650,18.6,510,44,35,0.922,0.48,0.168,0.002,0.7859999999999999,0.009000000000000001,0.017,0,0.018000000000000002,0.122254146677287
555,Pasadena Park Elementary,1-5,West Valley School District (Spokane),342,16.2,417,138,21,0.366,0.48,0.833,0.012,0.05,0.023,0,0,0.08199999999999999,0.6436573029605375
556,Pleasant Valley Primary,"PK, KG-4",Battle Ground School District,597,17.4,665,109,34,0.369,0.48,0.72,0.017,0.11900000000000001,0.047,0.003,0.018000000000000002,0.075,0.6227306559426452
557,David Wolfle Elementary,"PK, KG-5",North Kitsap School District,345,13,560,3,26,0.562,0.478,0.429,0.003,0.162,0.006,0.20600000000000002,0.006,0.188,0.3515677083887359
558,Parkview Elementary School,"PK, KG-5",Bellingham School District,295,16.9,442,116,17,0.373,0.475,0.742,0.013999999999999999,0.129,0.003,0.006999999999999999,0,0.105,0.5893873140442024
559,Yelm Prairie Elementary,"PK, KG-6",Yelm Community Schools,569,20.3,500,59,28,0.41700000000000004,0.475,0.705,0.006999999999999999,0.16899999999999998,0.006999999999999999,0.021,0,0.091,0.5500845606978185
560,East Port Orchard Elementary,K-5,South Kitsap School District,483,17.3,461,99,28,0.524,0.475,0.6579999999999999,0.021,0.11199999999999999,0.021,0.01,0.031,0.147,0.4728836359885086
561,Rocky Ridge Elementary,K-5,Bethel School District,482,15.8,791,230,30,0.664,0.473,0.6829999999999999,0.021,0.174,0.015,0.01,0.012,0.085,0.38395715729785207
562,Northeast Tacoma,"PK, KG-5",Tacoma Public Schools,392,16.6,735,173,24,0.508,0.47100000000000003,0.423,0.084,0.217,0.092,0.003,0.027999999999999997,0.153,0.4605838373606607
563,Ocean Shores Elementary,K-6,North Beach School District,236,15.4,478,85,15,0.75,0.47100000000000003,0.7709999999999999,0.021,0.081,0.034,0.068,0.004,0.021,0.37672971639174635
564,Karshner Elementary,"PK, KG-6",Puyallup School District,345,15.6,563,1,22,0.519,0.47,0.429,0.028999999999999998,0.365,0.035,0.026000000000000002,0.003,0.113,0.4040298485441748
565,Green Mountain Elementary,"PK, KG-5",Central Kitsap School District,369,15.7,543,22,23,0.344,0.46799999999999997,0.794,0.013999999999999999,0.073,0,0,0,0.11900000000000001,0.624210285915162
566,Sidney Glen Elementary School,K-5,South Kitsap School District,571,19,524,42,30,0.5429999999999999,0.467,0.657,0.026000000000000002,0.126,0.03,0.006999999999999999,0.018000000000000002,0.13699999999999998,0.46792388199064333
567,South Whidbey Elementary,K-6,South Whidbey School District,539,18.8,713,146,29,0.354,0.467,0.8440000000000001,0.009000000000000001,0.07400000000000001,0.006999999999999999,0.011000000000000001,0.006999999999999999,0.046,0.6414101258443259
568,Edison,"PK, KG-5",Tacoma Public Schools,467,16.4,795,227,28,0.79,0.467,0.29600000000000004,0.21,0.268,0.064,0.009000000000000001,0.036000000000000004,0.11800000000000001,0.22835509712660787
569,Kapowsin Elementary,K-5,Bethel School District,418,17,604,35,25,0.5,0.467,0.782,0.01,0.069,0.005,0.01,0.006999999999999999,0.11699999999999999,0.5211283615154865
570,Cougar Creek Elementary School,K-5,Lakewood School District,363,19.5,496,74,19,0.37200000000000005,0.467,0.708,0.006,0.163,0.025,0.011000000000000001,0.011000000000000001,0.077,0.5972224043050588
571,Orchard Prairie Elementary,K-7,Orchard Prairie School District,85,12.7,NA,(n/a),7,0.047,0.466,0.9059999999999999,0.024,0.071,0,0,0,0,0.8148822516481974
572,Columbia Valley Garden Elementary School,K-5,Longview Public Schools,446,17.1,509,63,26,0.478,0.46399999999999997,0.8140000000000001,0.006999999999999999,0.11,0.018000000000000002,0.006999999999999999,0,0.045,0.5598042817422418
573,Kimball Elementary School,K-5,Seattle School District,425,15.4,539,34,28,0.532,0.46399999999999997,0.226,0.2,0.132,0.304,0,0.002,0.136,0.5647886493605893
574,Idlewild Elementary School,"PK, KG-5",Clover Park School District,501,18.5,673,99,27,0.389,0.46299999999999997,0.515,0.057999999999999996,0.184,0.052000000000000005,0.006,0.004,0.182,0.5389810672498029
575,Longview Elementary,K-5,Moses Lake School District,457,18.3,752,177,25,0.727,0.461,0.47700000000000004,0.006999999999999999,0.495,0.006999999999999999,0,0.004,0.011000000000000001,0.27215090543398157
576,Panther Lake Elementary School,"PK, KG-6",Kent School District,677,18.3,585,9,37,0.7120000000000001,0.46,0.19899999999999998,0.155,0.304,0.19399999999999998,0,0.027999999999999997,0.12,0.3377118372634752
577,Betz Elementary,K-5,Cheney School District,404,14.9,710,133,27,0.525,0.45899999999999996,0.777,0.017,0.136,0.027000000000000003,0.006999999999999999,0.002,0.032,0.5225401308051245
578,Alpac Elementary School,"PK, KG-5",Auburn School District,583,15.6,444,134,37,0.578,0.45899999999999996,0.43200000000000005,0.033,0.285,0.094,0.002,0.021,0.134,0.4189798528413115
579,Martha Lake Elementary,K-6,Edmonds School District,500,20,657,78,25,0.46,0.45799999999999996,0.37799999999999995,0.068,0.21,0.23,0.01,0.026000000000000002,0.078,0.6017097373377559
580,Waitsburg Elementary School,K-5,Waitsburg School District,127,19.8,553,27,6,0.5429999999999999,0.457,0.764,0,0.165,0.024,0.008,0,0.039,0.5026853752483932
581,Tiffany Park Elementary School,K-5,Renton School District,441,15.1,414,167,29,0.5529999999999999,0.457,0.33299999999999996,0.175,0.222,0.172,0,0.002,0.095,0.46975011553563767
582,Glenwood Heights Primary,"PK, KG-4",Battle Ground School District,724,17,632,50,43,0.387,0.45299999999999996,0.7829999999999999,0.006999999999999999,0.109,0.054000000000000006,0.001,0.006,0.04,0.6394742528212247
583,Tieton Intermediate School,4-6,Highland School District,280,14.9,661,78,19,0.821,0.45299999999999996,0.24600000000000002,0.004,0.721,0,0,0,0.028999999999999998,0.1662005652222234
584,Opportunity Elementary,"PK, KG-5",Central Valley School District,426,14,537,47,30,0.632,0.45299999999999996,0.746,0.04,0.129,0.019,0.023,0.006999999999999999,0.035,0.4313710804950214
585,Whitney Elementary Yakima,"PK, KG-5",Yakima School District,550,17.7,622,37,31,0.655,0.452,0.276,0.015,0.66,0.011000000000000001,0,0.004,0.035,0.25412838053235787
586,Evergreen Elementary School,"PK, KG-5",Clover Park School District,474,15.2,515,71,31,0.618,0.452,0.473,0.10800000000000001,0.262,0.027000000000000003,0,0.027000000000000003,0.10300000000000001,0.3496891886458949
587,Pleasant Glade Elementary,"PK, KG-5",North Thurston Public Schools,366,13.6,540,47,27,0.65,0.452,0.42100000000000004,0.033,0.21,0.153,0.013999999999999999,0.005,0.16399999999999998,0.4202862469446572
588,Hawthorne Elementary School - Kennewick,K-5,Kennewick School District,554,16.8,567,21,33,0,0.451,0.368,0.018000000000000002,0.545,0.011000000000000001,0.002,0.006999999999999999,0.049,0.6982444721160502
589,Valley View Elementary School,K-5,Ellensburg School District,515,17.2,584,5,30,0.35700000000000004,0.449,0.794,0.01,0.153,0.006,0.004,0,0.033,0.6211155272659861
590,Hearthwood Elementary School,"PK, KG-5",Evergreen School District (Clark),399,12.3,678,88,32,0.541,0.44799999999999995,0.634,0.03,0.18,0.035,0.003,0.013000000000000001,0.105,0.46522682092254053
591,Enterprise Elementary School,"PK, KG-5",Federal Way School District,437,16.1,479,112,27,0.561,0.447,0.316,0.10300000000000001,0.24,0.124,0.013999999999999999,0.048,0.156,0.414534786669445
592,Fisher Elementary School,K-5,Lynden School District,444,17,598,6,26,0.514,0.445,0.622,0.005,0.322,0.016,0.006999999999999999,0,0.028999999999999998,0.4615431894470427
593,Chinook Elementary School,"PK, KG-5",Auburn School District,507,14.8,625,32,34,0.6920000000000001,0.444,0.21100000000000002,0.069,0.39799999999999996,0.034,0.122,0.055,0.11,0.23318964830571154
594,Adams Elementary,"PK, KG-6",Spokane Public Schools,356,15.8,629,35,22,0.6829999999999999,0.44299999999999995,0.596,0.022000000000000002,0.146,0.027999999999999997,0.017,0.011000000000000001,0.18,0.35260191070242264
595,Gause Elementary,K-5,Washougal School District,615,20.3,352,243,30,0.304,0.44299999999999995,0.802,0.008,0.115,0.008,0.002,0,0.065,0.6586979149739148
596,La Center Elementary,K-5,La Center School District,720,18.1,768,172,40,0.272,0.442,0.899,0.004,0.061,0.004,0,0.003,0.028999999999999998,0.7059556628874564
597,Hathaway Elementary,K-5,Washougal School District,418,14.4,803,206,29,0.6629999999999999,0.441,0.785,0.002,0.124,0,0.01,0.006999999999999999,0.07200000000000001,0.40817076157847065
598,Salnave Elementary,K-5,Cheney School District,372,14.9,794,196,25,0.5479999999999999,0.441,0.785,0.027000000000000003,0.11599999999999999,0.005,0.013000000000000001,0,0.054000000000000006,0.48971810697343704
599,Valhalla Elementary School,"PK, KG-5",Federal Way School District,597,16.6,711,112,36,0.6990000000000001,0.44,0.204,0.06,0.461,0.132,0.002,0.035,0.106,0.2975424345064112
600,Oak Harbor Elementary,"PK, KG-4",Oak Harbor School District,568,17.7,NA,(n/a),32,0.37,0.44,0.537,0.04,0.20199999999999999,0.06,0,0.012,0.14800000000000002,0.5671951801157633
601,Marcus Whitman Elementary,K-5,Richland School District,559,18.6,695,94,30,0.73,0.439,0.623,0.016,0.281,0.006999999999999999,0.006999999999999999,0,0.066,0.3160987750333626
602,Lake Louise Elementary School,"PK, KG-5",Clover Park School District,390,15.5,676,74,25,0.805,0.43799999999999994,0.318,0.09,0.259,0.01,0,0.062,0.262,0.19403321684745586
603,Eagle Creek Elementary,K-5,Arlington School District,598,18.3,614,11,33,0.455,0.43700000000000006,0.701,0.002,0.21600000000000003,0.003,0.013000000000000001,0,0.065,0.5192804543215617
604,Esquire Hills Elementary,"PK, KG-5",Central Kitsap School District,339,13.8,538,66,24,0.484,0.436,0.537,0.035,0.115,0.055999999999999994,0.003,0.032,0.221,0.4866064713106171
605,Smith Elementary School,"PK, KG-5",Grandview School District,626,18.4,915,310,34,0.8690000000000001,0.436,0.057999999999999996,0,0.935,0.002,0,0,0.006,0.11721304460919914
606,Sacajawea Elementary,K-5,Richland School District,503,16.2,436,170,31,0.42200000000000004,0.434,0.628,0.027999999999999997,0.237,0.036000000000000004,0.006,0.01,0.055999999999999994,0.544421707533251
607,James Sales Elementary,K-5,Franklin Pierce School District,478,17.3,685,78,28,0.847,0.431,0.285,0.115,0.32799999999999996,0.025,0.008,0.065,0.174,0.17763288154237838
608,Southside Elementary,K-7,Southside School District,217,19.6,511,97,11,0.392,0.43,0.747,0.018000000000000002,0.09699999999999999,0.027999999999999997,0.037000000000000005,0,0.07400000000000001,0.6009663278182293
609,Sunset Elementary School,"PK, KG-5",Evergreen School District (Clark),559,16.9,562,47,33,0.585,0.429,0.655,0.025,0.18100000000000002,0.047,0.009000000000000001,0.013999999999999999,0.07,0.45441861383385035
610,Lyon,"PK, KG-5",Tacoma Public Schools,360,14.3,861,251,25,0.792,0.42700000000000005,0.319,0.09699999999999999,0.297,0.08900000000000001,0.013999999999999999,0.019,0.16399999999999998,0.2504328072309755
611,Lakeland Elementary School,"PK, KG-5",Federal Way School District,409,16.6,716,105,25,0.518,0.426,0.506,0.076,0.16899999999999998,0.10300000000000001,0.01,0.042,0.095,0.4951308805194673
612,Brookdale Elementary,"PK, KG-5",Franklin Pierce School District,464,17.1,641,29,27,0.8079999999999999,0.425,0.349,0.065,0.239,0.071,0.015,0.067,0.19399999999999998,0.23852724474204878
613,Fern Hill,"PK, KG-5",Tacoma Public Schools,312,17.5,599,14,18,0.721,0.423,0.285,0.09,0.263,0.09,0.006,0.08,0.18600000000000003,0.27863039365506514
614,Wainwright,4-7,Tacoma Public Schools,268,19.1,NA,(n/a),14,0.534,0.423,0.474,0.213,0.153,0.06,0.006999999999999999,0.011000000000000001,0.08199999999999999,0.43303373766853753
615,Gregory Heights Elementary,"PK, KG-6",Highline School District,698,19.6,574,41,36,0.5539999999999999,0.42200000000000004,0.40700000000000003,0.064,0.344,0.087,0.006999999999999999,0.034,0.055999999999999994,0.4193791365849145
616,Samish Elementary School,K-6,Sedro-Woolley School District,175,15.7,267,349,11,0.434,0.42200000000000004,0.857,0.006,0.109,0,0.011000000000000001,0,0.017,0.5886232467348672
617,Grand Mound Elementary,3-5,Rochester School District,530,18.3,396,221,29,0.555,0.42200000000000004,0.672,0.002,0.204,0.008,0.036000000000000004,0,0.079,0.4453590155102159
618,Jefferson Elementary,K-5,Mount Vernon School District,475,15.3,683,65,31,0.644,0.42100000000000004,0.396,0.006,0.5539999999999999,0.019,0.002,0.013000000000000001,0.011000000000000001,0.3022740797930709
619,Browne Elementary,"PK, KG-6",Spokane Public Schools,414,15.7,554,65,26,0.657,0.42100000000000004,0.7390000000000001,0.013999999999999999,0.092,0,0.005,0,0.15,0.39541487481848414
620,Seth Woodard Elementary,K-5,West Valley School District (Spokane),305,14.6,423,197,21,0.541,0.42,0.777,0.013000000000000001,0.105,0.01,0.003,0.006999999999999999,0.085,0.4960524047091704
621,Orca K-8 School,K-8,Seattle School District,372,16.1,580,41,23,0.325,0.42,0.511,0.245,0.062,0.059000000000000004,0,0,0.124,0.5865245471610971
622,South Shore Pk-8 School,"PK, KG-8",Seattle School District,619,13.9,662,40,44,0.659,0.419,0.073,0.478,0.094,0.231,0.015,0.005,0.105,0.35814427245548125
623,Harvard Elementary,K-5,Franklin Pierce School District,400,16.8,643,20,24,0.86,0.418,0.155,0.045,0.593,0.073,0.008,0.03,0.098,0.16981181375662027
624,John D. ?Bud? Hawk Elementary at Jackson Park,K-5,Central Kitsap School District,488,15.8,534,90,31,0.44299999999999995,0.41700000000000004,0.5489999999999999,0.076,0.158,0.02,0.01,0.008,0.17800000000000002,0.48579328674261857
625,Edison Elementary - Burlington/Edison,K-8,Burlington-Edison School District,466,19.8,591,34,24,0.258,0.41600000000000004,0.768,0.011000000000000001,0.155,0.015,0.004,0.002,0.045,0.6806607564795333
626,West Seattle Elementary School,"PK, KG-5",Seattle School District,425,13.4,659,33,32,0.838,0.41600000000000004,0.10400000000000001,0.645,0.12,0.071,0.002,0.013999999999999999,0.045,0.16637589884466744
627,Boistfort Elementary,"PK, KG-8",Boistfort School District,102,17,NA,(n/a),6,0.608,0.414,0.804,0,0.13699999999999998,0,0.028999999999999998,0.01,0.02,0.4517316381788401
628,Mill Plain Elementary School,"PK, KG-5",Evergreen School District (Clark),459,14.4,404,224,32,0.634,0.414,0.486,0.027999999999999997,0.303,0.033,0.009000000000000001,0.040999999999999995,0.1,0.3493001670789862
629,Harmony Elementary,K-6,Mount Baker School District,348,15.6,723,94,22,0.428,0.41200000000000003,0.7390000000000001,0.006,0.095,0,0.083,0.003,0.075,0.5490050682666812
630,Cooper Elementary,"PK, KG-6",Spokane Public Schools,536,14.4,796,166,37,0.769,0.41100000000000003,0.595,0.034,0.11,0.040999999999999995,0.006,0.06,0.155,0.31118921276320416
631,Wildwood Elementary,"PK, KG-6",Puyallup School District,500,16.3,674,43,31,0.524,0.41100000000000003,0.516,0.05,0.266,0.046,0.008,0.01,0.10400000000000001,0.44260627749630554
632,Valley View Elementary,K-5,Toppenish School District,405,19.7,707,75,21,0.884,0.41,0.027000000000000003,0,0.9229999999999999,0,0.044000000000000004,0,0.005,0.10775438098649749
