rank,school,grades,district,number_of_students,student_teacher_ratio,2017_rank,rank_change,fulltime_teachers,free_disc_lunch,avg_test_score,white,black,hispanic,asian,american_indian,pacific_islander,biracial,expected_test_score
267,Moxee Elementary,K-5,East Valley School District (Yakima),517,17.9,307,40,29,0.586,0.741,0.34,0.004,0.615,0.004,0.006,0,0.031,0.306015974624365
268,Columbia Elementary,"PK, KG-5",Mukilteo School District,626,18.1,391,123,34,0.289,0.741,0.5379999999999999,0.046,0.153,0.126,0.002,0.01,0.125,0.6758419518907499
269,Woodland Elementary,K-6,Puyallup School District,696,20,186,83,35,0.39899999999999997,0.741,0.615,0.036000000000000004,0.145,0.026000000000000002,0.011000000000000001,0.026000000000000002,0.141,0.5459022322002515
270,Evergreen Heights Elementary,K-5,Auburn School District,507,15.9,225,45,32,0.452,0.74,0.373,0.091,0.195,0.166,0,0.027999999999999997,0.14800000000000002,0.5476220296535571
271,Maple Lawn Elementary,"PK, KG-5",Sumner School District,646,19.5,194,77,33,0.34700000000000003,0.738,0.7040000000000001,0.013999999999999999,0.16399999999999998,0.013999999999999999,0.003,0.011000000000000001,0.09,0.6023311774954683
272,Bonney Lake Elementary,"PK, KG-5",Sumner School District,536,18.6,155,117,29,0.34,0.738,0.767,0.015,0.10099999999999999,0.017,0.006,0.002,0.09300000000000001,0.6318608884347816
273,Glenwood Elementary,K-5,Lake Stevens School District,563,19,104,169,30,0.22899999999999998,0.737,0.8029999999999999,0.013999999999999999,0.075,0.005,0.002,0.004,0.098,0.7008661099416305
274,Roosevelt Elementary School,K-6,Port Angeles School District,496,16,322,48,31,0.498,0.736,0.7979999999999999,0.002,0.05,0.013999999999999999,0.013999999999999999,0.004,0.11699999999999999,0.5367476788029639
275,Ponderosa Elementary,"PK, KG-5",Central Valley School District,412,16.4,457,182,25,0.26,0.735,0.893,0.019,0.051,0.005,0.006999999999999999,0.005,0.019,0.7115684220141842
276,Chester H Thompson Elementary,K-5,Bethel School District,580,16.1,261,15,36,0.7909999999999999,0.7340000000000001,0.341,0.086,0.31,0.016,0.009000000000000001,0.086,0.152,0.20928176255710113
277,Dwight D Eisenhower Elementary,K-5,Vancouver Public Schools,566,18.5,323,46,31,0.435,0.732,0.652,0.013999999999999999,0.168,0.044000000000000004,0.005,0.012,0.10400000000000001,0.5519453246626801
278,McKenny Elementary,"PK, KG-5",Olympia School District,369,19.1,195,83,19,0.32299999999999995,0.731,0.637,0.027000000000000003,0.122,0.07,0.005,0,0.138,0.6423355965137696
279,Elger Bay Elementary,K-5,Stanwood-Camano School District,285,16.7,408,129,17,0.344,0.73,0.828,0.006999999999999999,0.095,0,0.006999999999999999,0.004,0.06,0.636155794152846
280,South Bay Elementary,K-5,North Thurston Public Schools,757,19.1,232,48,40,0.32899999999999996,0.7290000000000001,0.634,0.037000000000000005,0.153,0.033,0.013000000000000001,0.012,0.11800000000000001,0.6055048915407327
281,Vossbeck Elementary School,K-5,Lynden School District,467,16.5,294,13,28,0.39399999999999996,0.7290000000000001,0.64,0.019,0.27,0.027999999999999997,0.006,0,0.036000000000000004,0.5603908912660606
282,Einstein Elementary,K-5,Lake Washington School District,432,14.6,292,10,30,0.34700000000000003,0.7290000000000001,0.366,0.057999999999999996,0.24100000000000002,0.259,0,0,0.076,0.6916533188488179
283,Gildo Rey Elementary School,"PK, KG-5",Auburn School District,617,16.7,276,7,37,0.763,0.7290000000000001,0.204,0.034,0.564,0.045,0.005,0.062,0.086,0.20537239022860346
284,Beacon Hill International School,K-5,Seattle School District,423,14.2,387,103,30,0.586,0.728,0.154,0.052000000000000005,0.355,0.298,0.006999999999999999,0.002,0.132,0.49586889046748517
285,Stillwater Elementary,K-5,Riverview School District,449,19,240,45,24,0.138,0.728,0.768,0.002,0.165,0.009000000000000001,0.002,0,0.053,0.7427410361343103
286,Brier Elementary,K-6,Edmonds School District,440,18.8,359,73,23,0.171,0.727,0.6409999999999999,0.027000000000000003,0.136,0.068,0.005,0.006999999999999999,0.11599999999999999,0.7303786914760333
287,Chambers Elementary,K-4,University Place School District,503,16.9,144,143,30,0.457,0.726,0.423,0.11900000000000001,0.195,0.09300000000000001,0.004,0.013999999999999999,0.151,0.49601235788591796
288,Shaw Road Elementary,K-6,Puyallup School District,666,20.1,339,51,33,0.198,0.726,0.6759999999999999,0.021,0.099,0.068,0.002,0.002,0.134,0.7263264708244618
289,Muir Elementary,"PK, KG-5",Lake Washington School District,442,15.8,201,88,28,0.36700000000000005,0.723,0.489,0.013999999999999999,0.19,0.217,0.002,0,0.08800000000000001,0.6866211709161485
290,Carnation Elementary School,"PK, KG-5",Riverview School District,430,20.4,281,9,21,0.205,0.722,0.7909999999999999,0.012,0.126,0.04,0.002,0,0.03,0.7363994650946709
291,Edgerton Elementary,"PK, KG-6",Puyallup School District,770,20.1,464,173,38,0.212,0.722,0.6709999999999999,0.047,0.12300000000000001,0.027000000000000003,0.005,0.009000000000000001,0.11699999999999999,0.6855840737878147
292,Lyman Elementary School,K-6,Sedro-Woolley School District,165,17.5,185,107,9,0.461,0.722,0.83,0,0.09699999999999999,0,0.012,0,0.061,0.5607783301009769
293,Garfield Elementary School,"PK, KG-5",Everett School District,433,17.7,427,134,24,0.7340000000000001,0.722,0.501,0.035,0.275,0.027999999999999997,0.012,0.032,0.11800000000000001,0.2912734151119264
294,Olympic View Elementary School,K-5,Seattle School District,494,17.8,331,37,28,0.38299999999999995,0.7190000000000001,0.486,0.14400000000000002,0.11900000000000001,0.121,0.006,0.002,0.121,0.5945729246326901
295,Olympia Regional Learning Academy - Montessori School,K-8,Olympia School District,206,23.4,481,186,9,0.185,0.7190000000000001,0.738,0.01,0.073,0.078,0.005,0,0.09699999999999999,0.757979310572661
296,Simpson Avenue Elementary,3-6,Montesano School District,414,18.8,370,74,22,0.39399999999999996,0.718,0.804,0,0.111,0.01,0.019,0,0.055999999999999994,0.6043718747736081
297,Franklin Elementary,"PK, KG-6",Spokane Public Schools,414,16.6,332,35,25,0.47100000000000003,0.7170000000000001,0.664,0.012,0.10099999999999999,0.055999999999999994,0.012,0,0.155,0.5431803382506837
298,Blue Heron Middle School,4-8,Port Townsend School District,395,17,371,73,23,0.519,0.7170000000000001,0.828,0.013000000000000001,0.086,0.015,0.013000000000000001,0.005,0.040999999999999995,0.5347432059350372
299,Picnic Point Elementary,K-5,Mukilteo School District,441,19.3,271,28,23,0.381,0.716,0.49700000000000005,0.091,0.193,0.1,0.002,0.013999999999999999,0.10400000000000001,0.5811694474512513
300,Frost Elementary,K-5,Lake Washington School District,444,14.7,301,1,30,0.36700000000000005,0.715,0.509,0.027000000000000003,0.284,0.092,0.009000000000000001,0.002,0.077,0.5876325751911855
301,Westhill Elementary,"PK, KG-5",Northshore School District,495,16.5,369,68,30,0.19399999999999998,0.7140000000000001,0.614,0.026000000000000002,0.11699999999999999,0.121,0,0.002,0.11900000000000001,0.7481224136819211
302,Central Elementary,"PK, KG-5",Ferndale School District,328,17.6,416,114,19,0.527,0.713,0.64,0.003,0.22,0.034,0.003,0.009000000000000001,0.091,0.47602501727718005
303,Machias Elementary,K-6,Snohomish School District,494,19.8,499,196,25,0.281,0.7120000000000001,0.83,0,0.081,0.018000000000000002,0.01,0,0.061,0.6897466856781265
304,Westgate Elementary,K-6,Edmonds School District,493,17.4,265,39,28,0.377,0.7120000000000001,0.531,0.077,0.16399999999999998,0.075,0.006,0.01,0.136,0.5738607434370915
305,Issaquah Valley Elementary,K-5,Issaquah School District,639,16.9,222,83,38,0.191,0.71,0.613,0.017,0.16899999999999998,0.10800000000000001,0,0,0.092,0.7402713927512804
306,Southwood Elementary School,"PK, KG-5",Enumclaw School District,305,16.9,335,29,18,0.318,0.71,0.807,0.013000000000000001,0.115,0.01,0.013000000000000001,0,0.043,0.6534909669836328
307,Glenridge Elementary,"PK, KG-6",Kent School District,461,17.5,295,12,26,0.523,0.71,0.23199999999999998,0.158,0.14300000000000002,0.345,0,0.026000000000000002,0.095,0.6094669557737824
308,Summit School,K-8,Central Valley School District,348,18,NA,(n/a),19,0.193,0.7090000000000001,0.9279999999999999,0.003,0.02,0.013999999999999999,0.003,0,0.032,0.7632699379824678
309,Jefferson Elementary,"PK, KG-6",Spokane Public Schools,506,16.3,377,68,31,0.35200000000000004,0.7070000000000001,0.785,0.013999999999999999,0.087,0.008,0,0,0.107,0.6228462744550395
310,Paterson Elementary School,K-8,Paterson School District,132,17.7,320,10,7,0.902,0.706,0.5,0,0.49200000000000005,0,0.008,0,0,0.19006301976807938
311,William Wiley Elementary School,K-5,Richland School District,526,19.4,351,40,27,0.19,0.706,0.8,0.01,0.127,0.015,0.008,0,0.04,0.728995744607474
312,Hallett Elementary,"PK, KG-5",Medical Lake School District,497,17.2,317,5,29,0.475,0.706,0.851,0.018000000000000002,0.08,0.006,0.004,0,0.04,0.5646602307989709
313,View Ridge Elementary,"PK, KG-5",Everett School District,575,18,309,4,32,0.4,0.705,0.6990000000000001,0.026000000000000002,0.153,0.049,0,0.003,0.07,0.59694667745774
314,Chinook Elementary School,K-5,Vancouver Public Schools,718,19.7,361,47,36,0.17800000000000002,0.7040000000000001,0.759,0.004,0.111,0.027999999999999997,0.003,0.003,0.092,0.7326578754193309
315,Meadows Elementary,"PK, KG-5",North Thurston Public Schools,670,15.4,364,49,43,0.327,0.701,0.485,0.042,0.185,0.067,0.006,0.022000000000000002,0.193,0.582842489590391
316,Big Lake Elementary School,K-6,Sedro-Woolley School District,338,17.4,389,73,19,0.204,0.701,0.84,0.015,0.07400000000000001,0.024,0.003,0,0.044000000000000004,0.7398141296427867
317,Elk Plain School of Choice,K-8,Bethel School District,600,19.5,293,24,31,0.36200000000000004,0.701,0.612,0.073,0.14,0.035,0.005,0.003,0.132,0.5776482489135887
318,Pathfinder K-8 School,K-8,Seattle School District,490,15.9,384,66,31,0.163,0.701,0.665,0.049,0.098,0.043,0.002,0,0.14300000000000002,0.7235949775820377
319,Seaview Elementary,K-6,Edmonds School District,396,17.9,376,57,22,0.263,0.7,0.657,0.023,0.124,0.048,0,0.005,0.14400000000000002,0.6676165802419239
320,Dutch Hill Elementary,K-6,Snohomish School District,555,18.4,522,202,30,0.168,0.7,0.8590000000000001,0,0.059000000000000004,0.009000000000000001,0.005,0.005,0.061,0.753259549354565
321,Woodside Elementary,"PK, KG-5",Everett School District,685,20.1,266,55,34,0.326,0.6990000000000001,0.479,0.023,0.266,0.114,0,0.006,0.11199999999999999,0.6227427961055122
322,Stevens Elementary School,K-5,Seattle School District,297,14.7,424,102,20,0.354,0.698,0.522,0.19899999999999998,0.10099999999999999,0.037000000000000005,0.006999999999999999,0.003,0.131,0.5514440017785998
323,Shorewood Elementary,"PK, KG-6",Highline School District,599,19.1,330,7,31,0.544,0.698,0.36200000000000004,0.09,0.255,0.185,0.008,0.01,0.08800000000000001,0.4987163991346162
324,Vale Elementary School,"PK, KG-4",Cashmere School District,636,17.4,336,12,37,0.491,0.698,0.531,0.005,0.434,0.005,0,0,0.025,0.4330445066760836
325,Freeman Elementary School,"PK, KG-5",Freeman School District,350,16.8,263,62,21,0.249,0.6970000000000001,0.917,0.006,0.037000000000000005,0.009000000000000001,0.006,0.003,0.023,0.7278556588392758
326,Jefferson Elementary,"PK, KG-5",Everett School District,578,18.6,305,21,31,0.39299999999999996,0.696,0.616,0.043,0.166,0.111,0.003,0.003,0.057,0.625964023202842
327,Lakes Elementary School,K-5,North Thurston Public Schools,618,16.8,313,14,37,0.384,0.693,0.579,0.04,0.147,0.052000000000000005,0.006,0.026000000000000002,0.149,0.5661832519325455
328,Lake Shore Elementary,K-5,Vancouver Public Schools,426,15.7,353,25,27,0.256,0.693,0.772,0.012,0.11,0.035,0.002,0.002,0.066,0.698869479415623
329,Naches Valley Elementary School,K-4,Naches Valley School District,509,16.9,NA,(n/a),30,0.515,0.693,0.735,0.012,0.222,0,0.004,0,0.027999999999999997,0.4886511966066113
330,Homelink River,K-12,Battle Ground School District,958,22,337,7,44,0.258,0.6920000000000001,0.843,0.009000000000000001,0.057,0.015,0.006999999999999999,0,0.068,0.7047215283465179
331,Orchard Heights Elementary,2-5,South Kitsap School District,785,17.5,316,15,45,0.452,0.69,0.696,0.013000000000000001,0.11,0.015,0.005,0.008,0.154,0.5304504749419966
332,Westview Elementary,"PK, KG-6",Spokane Public Schools,490,16.2,241,91,30,0.696,0.69,0.706,0.004,0.096,0.006,0.002,0.016,0.16899999999999998,0.36399479903712956
333,Bryant Center,"PK, KG-12",Spokane Public Schools,1050,67.4,550,217,16,0.18600000000000003,0.69,0.831,0.013000000000000001,0.08900000000000001,0.012,0.002,0.001,0.051,0.7380918038011802
334,Garfield Elementary,"PK, KG-5",Garfield School District,57,12.4,NA,(n/a),5,0.491,0.687,1,0,0,0,0,0,0,0.6033000668909861
335,Stanwood Elementary School,"PK, KG-5",Stanwood-Camano School District,469,19.9,329,6,24,0.377,0.687,0.823,0.002,0.085,0.011000000000000001,0.017,0.004,0.057999999999999996,0.6229674353606298
336,Washington Elementary School,K-5,Wenatchee School District,573,15.9,362,26,36,0.41700000000000004,0.687,0.621,0.012,0.319,0.006999999999999999,0,0.002,0.038,0.5185838569115123
337,Ritzville Grade School,K-5,Ritzville School District,174,17.2,334,3,10,0.494,0.6859999999999999,0.805,0.011000000000000001,0.14400000000000002,0.023,0.006,0,0.011000000000000001,0.5502808852969383
338,Helen Haller Elementary School,K-5,Sequim School District,625,15.4,311,27,40,0.5579999999999999,0.6829999999999999,0.747,0.002,0.158,0.013000000000000001,0.01,0,0.07,0.4759955168576954
339,South Colby Elementary,K-5,South Kitsap School District,379,19.4,125,214,19,0.23,0.682,0.765,0.005,0.087,0.024,0.008,0.003,0.10800000000000001,0.7029516094112517
340,Brentwood Elementary School,K-6,Mead School District,548,18.9,212,128,29,0.37200000000000005,0.682,0.8320000000000001,0.024,0.062,0.005,0.004,0,0.073,0.6241498645402366
341,Skyline Elementary,"PK, KG-5",Lake Stevens School District,526,18.1,406,65,29,0.375,0.682,0.665,0.017,0.19,0.03,0,0,0.09699999999999999,0.5840327988672689
342,Chain Lake Elementary School,"PK, KG-5",Monroe School District,534,19.5,502,160,27,0.174,0.6779999999999999,0.8009999999999999,0.006,0.10300000000000001,0.024,0,0,0.066,0.7441386942908955
343,Jefferson Elementary,K-5,Pullman School District,507,21.5,242,101,23,0.391,0.6779999999999999,0.653,0.03,0.14800000000000002,0.09300000000000001,0.002,0,0.075,0.6247739997368674
344,Zillah Intermediate School,4-6,Zillah School District,294,17.9,333,11,16,0.622,0.677,0.371,0.003,0.541,0.003,0.044000000000000004,0,0.037000000000000005,0.2945427041417327
345,Vinland Elementary,"PK, KG-5",North Kitsap School District,633,18,347,2,35,0.31,0.677,0.643,0.013000000000000001,0.196,0.040999999999999995,0.009000000000000001,0.002,0.096,0.6278564099035276
346,Cherry Valley Elementary School,K-5,Riverview School District,515,17.2,437,91,30,0.132,0.677,0.753,0.008,0.14800000000000002,0.037000000000000005,0.006,0,0.049,0.7607948530180655
347,Liberty Ridge Elementary,"PK, KG-5",Sumner School District,446,15.7,299,48,28,0.57,0.6759999999999999,0.72,0.011000000000000001,0.139,0.009000000000000001,0.002,0.006999999999999999,0.11199999999999999,0.45410848146534794
348,Wilbur Elementary School,K-6,Wilbur School District,123,13.9,302,46,9,0.439,0.674,0.797,0.008,0.040999999999999995,0,0.033,0.008,0.114,0.5632230826984086
349,Grant Elementary,K-4,Ephrata School District,472,15.2,NA,(n/a),31,0.5529999999999999,0.6729999999999999,0.672,0.006,0.301,0.002,0,0,0.019,0.44124505912955514
350,Black Diamond Elementary,K-5,Enumclaw School District,282,17.1,486,136,16,0.33,0.6729999999999999,0.72,0,0.191,0.004,0.004,0.006999999999999999,0.07400000000000001,0.6103070437703023
351,Crestwood Elementary School,"PK, KG-6",Kent School District,485,19,304,47,25,0.278,0.6729999999999999,0.637,0.035,0.171,0.057999999999999996,0.004,0.002,0.09300000000000001,0.6600248379178517
352,Colton School,"PK, KG-12",Colton School District,154,10.5,274,78,15,0.22699999999999998,0.67,0.922,0,0.026000000000000002,0.019,0,0,0.032,0.747970899215253
353,University Elementary School,"PK, KG-5",Central Valley School District,326,14.1,470,117,23,0.46299999999999997,0.669,0.81,0.031,0.092,0.006,0.021,0.009000000000000001,0.031,0.5574547781787217
354,Mount Erie Elementary,K-5,Anacortes School District,480,18.9,245,109,25,0.24600000000000002,0.667,0.838,0.008,0.079,0.033,0.004,0.002,0.035,0.7233597964598115
355,Lincoln Elementary School,K-5,Kennewick School District,591,18.8,290,65,31,0,0.667,0.611,0.02,0.305,0.01,0,0,0.054000000000000006,0.7688143735742087
356,Salmon Creek Elementary,K-5,Vancouver Public Schools,509,18.5,306,50,27,0.316,0.664,0.745,0.02,0.11199999999999999,0.045,0.004,0,0.075,0.6626811526047068
357,Grapeview Elementary & Middle School,K-8,Grapeview School District,221,15.9,432,75,14,0.47100000000000003,0.6629999999999999,0.8140000000000001,0.005,0.077,0.009000000000000001,0.009000000000000001,0,0.086,0.5563135706203395
358,Illahee Elementary School,K-5,Evergreen School District (Clark),601,17.3,310,48,35,0.268,0.662,0.5870000000000001,0.025,0.126,0.15,0.002,0.015,0.095,0.7219106132407043
359,Hockinson Heights Elementary School,K-5,Hockinson School District,791,18.1,429,70,44,0.22,0.66,0.855,0.01,0.057,0.023,0.005,0,0.051,0.7350754511853794
360,Lake View Elementary School,"PK, KG-5",Auburn School District,420,15.4,308,52,27,0.419,0.66,0.695,0.012,0.16399999999999998,0.024,0.005,0.002,0.098,0.5604813179000244
361,Napavine Elementary,"PK, KG-6",Napavine School District,439,17.3,483,122,25,0.506,0.66,0.795,0.002,0.14400000000000002,0.005,0,0,0.055,0.5219573060592144
362,Harmony Elementary School,K-5,Evergreen School District (Clark),661,19.2,312,50,34,0.263,0.659,0.713,0.03,0.10300000000000001,0.05,0.002,0.02,0.083,0.687663539029887
363,Arcadia Elementary,3-5,Deer Park School District,453,15.1,467,104,30,0.589,0.659,0.883,0.011000000000000001,0.062,0,0.04,0,0.004,0.4942435771775
364,Woodridge Elementary,"PK, KG-6",Spokane Public Schools,481,17.8,325,39,27,0.314,0.6579999999999999,0.755,0.008,0.077,0.015,0.028999999999999998,0.008,0.10800000000000001,0.6422830555489003
365,Toutle Lake Elementary,K-6,Toutle Lake School District,356,20.9,344,21,17,0.39899999999999997,0.6579999999999999,0.862,0.003,0.073,0.006,0.011000000000000001,0,0.045,0.618423799250326
366,Lynnwood Elementary,K-6,Edmonds School District,602,17.2,472,106,35,0.513,0.6579999999999999,0.379,0.068,0.251,0.179,0.006999999999999999,0.006999999999999999,0.11,0.520613316883487
367,Evergreen Elementary School,K-6,Mead School District,587,17.3,226,141,34,0.445,0.6559999999999999,0.843,0.017,0.039,0.009000000000000001,0.009000000000000001,0.015,0.068,0.5843051281733953
368,Lewis & Clark Elementary School,"PK, KG-5",Richland School District,554,17.2,288,80,32,0.623,0.6559999999999999,0.625,0.013999999999999999,0.23600000000000002,0.055999999999999994,0.004,0.002,0.063,0.4260441641643047
369,Davenport Elementary,"PK, KG-5",Davenport School District,262,14.7,394,25,18,0.657,0.6559999999999999,0.905,0,0.042,0.011000000000000001,0.015,0,0.027000000000000003,0.46659300729881553
370,Pioneer Elementary,K-5,Arlington School District,578,17.7,251,119,33,0.284,0.654,0.72,0.009000000000000001,0.156,0.009000000000000001,0.01,0,0.09699999999999999,0.6437805113788247
371,Captain Strong,"PK, KG-4",Battle Ground School District,715,16,440,69,45,0.397,0.654,0.836,0.001,0.098,0.006,0.001,0.003,0.055,0.6104229291953299
372,Vaughn Elementary School,"PK, KG-5",Peninsula School District,385,15.4,273,99,25,0.418,0.652,0.805,0.005,0.081,0,0.003,0,0.106,0.5801247987565292
373,Greenacres Elementary,K-5,Central Valley School District,631,18.9,296,77,33,0.319,0.652,0.8809999999999999,0.002,0.057,0.008,0.011000000000000001,0.006,0.035,0.6761003346217034
374,Emerald Park Elementary School,K-6,Kent School District,486,16.9,275,99,29,0.502,0.65,0.239,0.14,0.154,0.307,0.002,0.037000000000000005,0.121,0.592100343011949
375,Stanley,"PK, KG-5",Tacoma Public Schools,290,12.5,220,155,23,0.755,0.65,0.266,0.307,0.155,0.021,0.017,0.055,0.179,0.2097794253502091
376,Minter Creek Elementary,K-5,Peninsula School District,385,16.5,289,87,23,0.33,0.649,0.8029999999999999,0.003,0.078,0.018000000000000002,0.008,0,0.091,0.6514220083995234
377,Crescent School,K-12,Crescent School District,216,11.2,NA,(n/a),19,0.514,0.649,0.833,0,0.046,0,0.019,0,0.102,0.526240792008568
378,Hillcrest Elementary School,"PK, KG-5",Lake Stevens School District,809,17.7,252,126,45,0.313,0.648,0.642,0.022000000000000002,0.209,0.04,0.004,0.002,0.08199999999999999,0.6247367598858651
379,Wide Hollow Elementary,K-4,West Valley School District (Yakima),376,17.3,383,4,22,0.654,0.648,0.49200000000000005,0.011000000000000001,0.42,0.037000000000000005,0.005,0,0.035,0.3424041983541664
380,Cathcart Elementary,K-6,Snohomish School District,404,19.6,260,120,21,0.193,0.647,0.77,0.025,0.158,0.012,0.002,0.002,0.03,0.7160835868682566
381,Hillcrest Elementary,K-4,Oak Harbor School District,566,17.8,434,53,32,0.295,0.6459999999999999,0.647,0.027000000000000003,0.14300000000000002,0.042,0.002,0.009000000000000001,0.131,0.6395562808023214
382,Manchester Elementary School,K-5,South Kitsap School District,376,17,229,153,22,0.473,0.644,0.742,0.016,0.11199999999999999,0.011000000000000001,0.003,0.005,0.11199999999999999,0.5298650845868421
383,Arthur Jacobsen Elementary,K-5,Auburn School District,575,16.4,418,35,35,0.46799999999999997,0.643,0.47100000000000003,0.064,0.226,0.14300000000000002,0,0.003,0.092,0.5524831039636037
384,Garfield Elementary School,"PK, KG-5",Olympia School District,417,14.9,378,6,28,0.595,0.643,0.516,0.048,0.201,0.086,0.01,0.002,0.13699999999999998,0.4314589745883271
385,Harbor Heights Elementary School,"PK, KG-5",Peninsula School District,591,16.6,269,116,35,0.284,0.6409999999999999,0.736,0.008,0.11800000000000001,0.006999999999999999,0.003,0.003,0.124,0.6476140301028427
386,Long Beach Elementary School,K-4,Ocean Beach School District,254,16.6,697,311,15,0.638,0.64,0.736,0.008,0.185,0.008,0.008,0.004,0.051,0.41383767667111526
387,Sumas Elementary,"PK, KG-5",Nooksack Valley School District,256,14.6,565,178,18,0.613,0.637,0.5820000000000001,0.008,0.336,0,0.023,0,0.051,0.3677364764834937
388,Happy Valley Elementary School,"PK, KG-5",Bellingham School District,430,18.2,253,135,24,0.309,0.636,0.733,0.009000000000000001,0.135,0.033,0.006999999999999999,0.005,0.079,0.6529364102715421
389,Nelson Elementary School,K-5,Bethel School District,545,16.2,473,84,34,0.43700000000000006,0.636,0.644,0.031,0.174,0.013000000000000001,0.006,0.018000000000000002,0.114,0.5192113852533102
390,Suquamish Elementary School,"PK, KG-5",North Kitsap School District,387,15.4,411,21,25,0.527,0.635,0.561,0.008,0.145,0.016,0.11599999999999999,0,0.155,0.43011883862735706
391,Silver Beach Elementary School,"PK, KG-5",Bellingham School District,457,19.4,175,216,24,0.184,0.631,0.7809999999999999,0.004,0.07400000000000001,0.035,0.006999999999999999,0,0.098,0.7409321874417085
392,Benjamin Franklin Elementary,K-5,Vancouver Public Schools,374,16.6,374,18,22,0.179,0.629,0.583,0.016,0.115,0.115,0.003,0,0.168,0.7427830103109404
393,Naches Trail Elementary,K-5,Bethel School District,579,18.2,342,51,32,0.5529999999999999,0.628,0.522,0.067,0.147,0.035,0.022000000000000002,0.035,0.17300000000000001,0.4156322714573172
394,Echo Lake Elementary School,K-6,Shoreline School District,520,17.8,282,112,29,0.335,0.627,0.446,0.063,0.163,0.18100000000000002,0.006,0.01,0.131,0.6623485210971651
395,Monroe Elementary,"PK, KG-5",Everett School District,580,19.2,419,24,30,0.428,0.627,0.562,0.06,0.18600000000000003,0.086,0.002,0.005,0.098,0.5613169183048752
396,Downing,"PK, KG-5",Tacoma Public Schools,311,17.6,341,55,18,0.531,0.626,0.537,0.135,0.141,0.048,0.019,0.006,0.113,0.4475547058989238
397,Warren Hunt Elementary,K-6,Puyallup School District,638,18.7,533,136,34,0.409,0.625,0.5710000000000001,0.036000000000000004,0.193,0.036000000000000004,0.011000000000000001,0.008,0.146,0.5318290036890688
398,Rainier Elementary School,"PK, KG-5",Clover Park School District,530,17,433,35,31,0.555,0.624,0.4,0.136,0.289,0.036000000000000004,0.006,0.025,0.109,0.3713554949875383
399,Grant,"PK, KG-5",Tacoma Public Schools,382,15.8,358,41,24,0.369,0.624,0.61,0.107,0.128,0.021,0.003,0.003,0.128,0.5596060203969941
400,Utsalady Elementary,K-5,Stanwood-Camano School District,312,17.9,324,76,17,0.237,0.624,0.865,0.006,0.083,0.019,0.003,0,0.022000000000000002,0.7260660994872192
401,Silver Lake Elementary - Everett,"PK, KG-5",Everett School District,645,18.1,398,3,36,0.457,0.624,0.45399999999999996,0.04,0.267,0.149,0.006,0.009000000000000001,0.07400000000000001,0.5589783377876231
402,Horizon Elementary School,"PK, KG-6",Kent School District,467,19.3,390,12,24,0.475,0.623,0.46299999999999997,0.107,0.161,0.15,0.004,0.024,0.092,0.5511790611596682
403,Cottonwood Elementary School,"PK, KG-5",Central Kitsap School District,305,15.2,482,79,20,0.371,0.62,0.525,0.02,0.14800000000000002,0.055999999999999994,0.006999999999999999,0.02,0.226,0.5584518029420992
404,Gatewood Elementary School,K-5,Seattle School District,388,16.2,447,43,24,0.268,0.62,0.637,0.095,0.113,0.023,0.005,0.005,0.121,0.6368319344683685
405,Summitview Elementary,K-4,West Valley School District (Yakima),329,17.5,328,77,19,0.544,0.619,0.489,0.003,0.435,0.003,0,0.003,0.067,0.3813288535586164
406,Prospect Point Elementary,K-5,Walla Walla School District,442,16.4,381,25,27,0.353,0.617,0.787,0.002,0.163,0.013999999999999999,0.002,0,0.032,0.62809322294986
407,Liberty Junior High & Elementary,"PK, KG-8",Liberty School District,310,17.5,535,128,18,0.35200000000000004,0.616,0.865,0,0.09,0.013000000000000001,0,0,0.032,0.6549054367676816
408,Finch Elementary,"PK, KG-6",Spokane Public Schools,545,16.8,450,42,32,0.5489999999999999,0.615,0.7959999999999999,0.017,0.086,0,0.006,0,0.095,0.4885830938720829
409,Kenmore Elementary,"PK, KG-5",Northshore School District,560,16.3,526,117,34,0.34600000000000003,0.613,0.505,0.028999999999999998,0.282,0.08,0,0.002,0.102,0.5892668932713602
410,Wade King Elementary School,"PK, KG-5",Bellingham School District,419,16.3,239,171,26,0.18600000000000003,0.612,0.768,0.019,0.07400000000000001,0.053,0,0,0.086,0.7487736321683698
411,Nine Mile Falls Elementary,K-5,Nine Mile Falls School District,155,18.8,458,47,8,0.265,0.61,0.89,0.006,0.052000000000000005,0,0.006,0,0.045,0.7040195462828639
412,Tumwater Hill Elementary,K-5,Tumwater School District,473,18.4,487,75,26,0.28300000000000003,0.606,0.632,0.017,0.14,0.095,0.002,0.004,0.11,0.6853699932762762
413,Centennial Elementary Bethel,K-5,Bethel School District,487,16.5,300,113,30,0.6609999999999999,0.606,0.6779999999999999,0.037000000000000005,0.127,0.016,0.004,0.025,0.113,0.38497077990733336
414,Hedden Elementary School,2-5,Fife Public Schools,563,17.4,551,137,32,0.375,0.606,0.535,0.040999999999999995,0.179,0.067,0.005,0.023,0.149,0.5694519615306562
415,Conway School,K-8,Conway School District,424,18.1,421,6,23,0.23600000000000002,0.605,0.863,0.012,0.111,0.006999999999999999,0,0,0.006999999999999999,0.7171279488698394
416,Jefferson,"PK, KG-5",Tacoma Public Schools,280,15.4,541,125,18,0.568,0.605,0.575,0.10400000000000001,0.157,0.025,0.004,0.004,0.132,0.4162116228065025
